지점,지점명,일시,평균기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),평균풍속(m/s),최대풍속(m/s),합계 일조시간(hr),최심적설(cm)
188,성산,2019-02,7,17.3,-.7,77.4,3.4,9.6,139.6,
188,성산,2019-03,10.2,20.5,-.1,133.5,3.5,10.7,198.7,
188,성산,2019-04,13.9,22.5,1.2,132.5,2.8,10.4,193.3,
188,성산,2019-05,18.7,29.6,7.9,247.3,3,10.7,268.7,
188,성산,2019-06,20.9,26.9,13.7,170.2,2.6,13.1,196.8,
188,성산,2019-07,24.1,31.7,17.5,516.5,3.5,12.5,134.1,
188,성산,2019-08,26.7,32.5,18.5,377.4,2.7,10.9,212.3,
188,성산,2019-09,23.9,30.1,15.1,613.3,3.6,17.7,144.9,
188,성산,2019-10,19.1,28,9.3,233.9,3.5,15.2,217,
188,성산,2019-11,13.9,23.9,4.4,36.2,3,9.3,176.9,
188,성산,2019-12,8.8,19.5,.4,103.7,2.9,9.8,144.6,
188,성산,2020-01,8.1,20.9,.4,94.4,2.8,8.5,118.6,
188,성산,2020-02,8.4,18.3,-.7,98.7,2.8,9.2,159.7,
188,성산,2020-03,10.8,21.1,1.2,110.7,3,8.4,222.6,
188,성산,2020-04,12.6,23.1,4.5,87,3.1,8.5,279.3,
188,성산,2020-05,18.2,26.2,10.3,246.4,2.4,9.6,203.2,
188,성산,2020-06,21.8,30.1,11.7,326.6,2.1,11.2,163.2,
188,성산,2020-07,23.5,31.1,16.8,378.1,2.4,7.2,129.2,
188,성산,2020-08,27.9,33.8,22.3,204.7,3.3,11,217.9,
188,성산,2020-09,22.4,30.2,14.9,469.3,2.8,16.3,160,
188,성산,2020-10,17.7,25.5,10.2,34.4,2.7,8.1,226.4,
188,성산,2020-11,13.5,24,4.8,14.9,2.7,8.1,159.8,
188,성산,2020-12,6.7,16.3,-2.8,51,2.4,9.3,168.3,
188,성산,2021-01,5.9,17.8,-4.6,93.7,2.8,8.4,149.2,
188,성산,2021-02,8.7,22.3,-2.7,72.7,3.2,7.8,158.8,
188,성산,2021-03,12.3,19.9,2.8,214.1,2.9,8.2,186.4,
188,성산,2021-04,15.1,23.8,7.4,94.7,3.1,8.9,241.4,
188,성산,2021-05,18.4,27.6,7.3,154.1,2.8,8.1,231.4,
188,성산,2021-06,22.3,31.3,16.3,190.6,2.2,6.5,174.9,
188,성산,2021-07,26.7,31.1,21.8,218.4,2.9,7.7,170.6,
188,성산,2021-08,26.5,32.2,21.3,417.8,2.6,8.4,195.5,
188,성산,2021-09,24.5,31.3,17.4,431.7,3.1,9,147.6,
188,성산,2021-10,19.6,29.6,8.3,101.2,2.5,5.7,233.5,
188,성산,2021-11,12.9,22.3,5.1,67,2.8,8.9,194.2,
188,성산,2021-12,7.8,18.5,-1.9,30.3,2.9,11.8,161.1,
188,성산,2022-01,5.5,13.2,-.6,28.2,3,8.4,148.7,
188,성산,2022-02,4.7,13.9,-2.6,34.7,3,9.1,129.9,
188,성산,2022-03,11.1,22,.3,161,3.4,13.3,168.4,
188,성산,2022-04,15.2,23.4,3.9,111.3,2.9,9.8,217.3,
188,성산,2022-05,18.5,29.9,8.7,20.2,2.6,8.5,234.1,
188,성산,2022-06,22.1,28.8,13.5,203.8,3.4,10.7,112.8,
188,성산,2022-07,26.8,33.1,21.1,225.9,2.9,11.7,162.7,
188,성산,2022-08,27.8,33.5,19.5,233.8,3.4,10.8,202.5,
188,성산,2022-09,23.7,30.7,16.1,271.3,3.9,18.2,119.2,
188,성산,2022-10,17.9,29.1,9.1,36.2,3.4,9.3,179.6,
188,성산,2022-11,14.8,23.1,3.2,173.8,3.1,10.4,173.7,
188,성산,2022-12,5.6,14.4,-2.1,54.8,3,11.2,107,
188,성산,2023-01,5.8,18.5,-5.4,69.4,3.1,10,142.2,
188,성산,2023-02,7.3,16.9,-2,108.1,3.1,10.3,148.3,
188,성산,2023-03,12.2,21.7,1.5,62.1,3.1,11.3,202.7,
188,성산,2023-04,15,22.6,4.2,183.1,4,12.3,210.5,
188,성산,2023-05,18.2,26.3,7.9,489.8,3.1,12,163.6,
188,성산,2023-06,22.3,28.9,13.9,265.5,2.7,12.8,146.1,
188,성산,2023-07,26.5,31.6,20.1,344.2,3.1,12,98.6,
188,성산,2023-08,27.7,32.2,21.8,179.7,3,10.7,225.3,
188,성산,2023-09,25.4,31.6,16.2,219.4,2.6,8.9,182.4,
188,성산,2023-10,18.4,26.5,10.7,40.5,2.4,8.5,214.1,
188,성산,2023-11,13,27.3,3.6,64.1,2.9,11.5,157.6,
188,성산,2023-12,8.7,22.4,-2,73.2,2.9,11,81.3,
188,성산,2024-01,7.1,18.1,-2.1,98.3,3,8.9,127.6,
188,성산,2024-02,9.4,21.7,-.7,321.4,3.7,10.4,82.2,
188,성산,2024-03,10.3,20,-.1,135.7,3.4,11.2,172.7,
188,성산,2024-04,16,24.4,7.3,226,2.6,13.3,151.6,
188,성산,2024-05,18.5,29.1,9,122.7,3,10.4,232.1,
188,성산,2024-06,22,31,14.8,468.4,2.5,10.2,132.2,
188,성산,2024-07,27.1,33.7,20.2,274.6,3.8,10.8,144.8,
188,성산,2024-08,29,33.7,23.3,79.7,2.7,10.1,254.8,
188,성산,2024-09,27.3,33,21.3,157.3,3.2,11.1,179.3,
188,성산,2024-10,20.8,28.8,12.8,149.2,3.4,11.3,105.8,
188,성산,2024-11,14.5,24.2,4.8,409.6,3.2,9.7,135.3,
188,성산,2024-12,7.2,20.9,.5,12.4,2.7,8,131.4,
189,서귀포,2015-01,8.4,17.2,0,80.6,2.3,8.1,197.4,.7
189,서귀포,2015-02,8.1,19.5,-.8,180.7,2.1,6.5,165.8,
189,서귀포,2015-03,11.1,20.7,-.3,183.5,2,6.9,214,
189,서귀포,2015-04,15,23.8,8.2,248.1,2.3,7,164.1,
189,서귀포,2015-05,19,26.6,13.2,426.5,1.8,6.7,252.7,
189,서귀포,2015-06,21.2,31.5,14.7,271.5,1.9,6.6,142.9,
189,서귀포,2015-07,24.2,30.2,17.9,396.8,2.3,10,169,
189,서귀포,2015-08,26.2,31.4,20.2,157.3,2,9.1,217.8,
189,서귀포,2015-09,22.8,28.6,17.5,295.1,2.6,6.7,209.9,
189,서귀포,2015-10,18.9,25.5,10.7,61,2.1,8.2,250.6,
189,서귀포,2015-11,15.4,22.6,2.1,215.5,1.9,7,112.7,
189,서귀포,2015-12,10.1,18.1,1,101.5,1.7,5.7,136.7,
189,서귀포,2016-01,6.2,16.7,-6.4,74.9,1.6,5.7,115.2,
189,서귀포,2016-02,7.4,17.5,-.7,143.4,1.8,8.9,173.8,
189,서귀포,2016-03,11.1,19.6,-.5,138.1,1.7,7.8,205.5,
189,서귀포,2016-04,15.8,22.7,10.8,232.2,1.8,9.8,180.6,
189,서귀포,2016-05,18.9,26.2,12.6,216.6,1.5,7.1,189.1,
189,서귀포,2016-06,21.7,29.8,15.7,281.2,1.6,7.6,110.9,
189,서귀포,2016-07,25.8,31.5,20.7,203.2,1.6,7.1,176.7,
189,서귀포,2016-08,27.7,33.2,20.9,170.9,1.7,5.9,282.7,
189,서귀포,2016-09,23.7,29.1,18.5,194.3,1.8,7.2,126,
189,서귀포,2016-10,20.4,30,13.2,433.6,2.1,12.6,97.9,
189,서귀포,2016-11,14.6,24.1,5.9,44.6,1.6,7.8,155.1,
189,서귀포,2016-12,10.4,19.8,1.6,71.5,1.7,8.1,162.5,
189,서귀포,2017-01,7.5,17.8,0,49,1.8,6.7,184.2,
189,서귀포,2017-02,7.9,17.1,-1.6,81.8,1.9,6.3,194.6,
189,서귀포,2017-03,10.3,17.6,2,36.3,1.8,6,214.2,
189,서귀포,2017-04,15.7,24.1,7.5,222.5,1.7,6.8,181,
189,서귀포,2017-05,19.2,27.5,13.1,59.2,1.5,5.8,244.7,
189,서귀포,2017-06,22.1,28.6,16.3,247.4,1.5,5.6,177,
189,서귀포,2017-07,27.5,35.8,23.1,51.8,1.8,5.1,183.4,
189,서귀포,2017-08,28.2,35.3,22.7,231.8,1.8,5.6,244.6,
189,서귀포,2017-09,24.2,30.2,18.3,102.8,2.1,7.5,155.2,
189,서귀포,2017-10,19.8,27.5,11.4,231.4,2.3,8.9,173.6,
189,서귀포,2017-11,13.8,22.5,5.2,6.7,1.4,6.8,187.3,
189,서귀포,2017-12,7.3,16.3,.5,13.3,1.6,7.9,184,
189,서귀포,2018-01,5.9,16.2,-3,63.7,1.6,5.3,163.4,
189,서귀포,2018-02,6.3,16,-2.6,10.5,1.8,10.9,148.1,
189,서귀포,2018-03,11.8,19.8,3.2,151.6,2.1,8.5,192.7,
189,서귀포,2018-04,15.8,24.5,3.5,312,1.6,6.4,189.3,
189,서귀포,2018-05,18.7,25.7,11,356.1,2,7.3,146.2,
189,서귀포,2018-06,22,29.3,15.9,304.3,1.7,6.6,74.4,
189,서귀포,2018-07,26.7,33.3,19.4,23.2,1.8,7.2,225.9,
189,서귀포,2018-08,27.8,33.5,22.9,159.6,2.2,11.9,228.4,
189,서귀포,2018-09,23.5,31.2,15.9,473.8,2,6.8,150.5,
189,서귀포,2018-10,17.8,27,9.8,210.2,1.8,8.5,224.3,
189,서귀포,2018-11,14.5,21.8,5.6,55.6,1.6,5.2,165.3,
189,서귀포,2018-12,9.8,21.8,.4,45.6,1.5,5.9,114.4,
189,서귀포,2019-01,7.8,14.7,2,21.7,1.4,5.3,175.6,
189,서귀포,2019-02,9.3,17.8,2.2,37.7,1.6,8.5,144.7,
189,서귀포,2019-03,11.6,21.9,4.2,64.8,1.9,8.5,213,
189,서귀포,2019-04,15,24.5,5.4,89.2,1.7,5.7,200.6,
189,서귀포,2019-05,19.9,29.7,12.1,376.7,1.6,8.5,257.3,
189,서귀포,2019-06,21.7,28.8,15.6,189.1,1.6,6.8,209.5,
189,서귀포,2019-07,24.2,30.5,18.6,452.1,1.9,10.3,115.3,
189,서귀포,2019-08,27.1,32.2,20,317.3,1.7,6.4,198.8,
189,서귀포,2019-09,24.1,29.5,16.9,394.9,2.3,12.4,151.6,
189,서귀포,2019-10,20,27.9,13.1,150.6,2,11.2,238.3,
189,서귀포,2019-11,15.6,23.4,7,31.3,1.8,7.9,189.3,
189,서귀포,2019-12,10.7,19.8,3.4,84.9,1.5,7.4,145.9,
189,서귀포,2020-01,9.4,18.4,2.7,110.1,1.7,9.1,127.7,
189,서귀포,2020-02,9.7,18.6,-.2,95.5,1.7,7.6,176.4,1.8
189,서귀포,2020-03,12.3,21.1,3.1,132.2,1.7,6.4,213.6,
189,서귀포,2020-04,13.9,21,7.1,81.8,1.7,6.8,265.3,
189,서귀포,2020-05,18.7,26.9,12,244,1.6,6.6,196.7,
189,서귀포,2020-06,22.4,28.1,14.6,406.1,1.6,9.9,151.6,
189,서귀포,2020-07,23.4,29.2,18.9,322,1.6,7.3,112.9,
189,서귀포,2020-08,27.4,31.3,23.8,159.2,1.8,10,183,
189,서귀포,2020-09,22.1,29.7,15.6,424.9,2.1,12.3,164.6,
189,서귀포,2020-10,18.5,24.7,11.6,39.2,1.7,8.7,217.4,
189,서귀포,2020-11,15.1,23.5,6.7,11.7,1.5,5.9,175.3,
189,서귀포,2020-12,8.3,15.8,-2.1,62.9,1.4,4.9,182.4,4
189,서귀포,2021-01,7.2,17.1,-3.4,54.6,1.8,6.2,162.5,4
189,서귀포,2021-02,10.1,23.6,-2.3,51.2,2.2,8.5,175.3,1.7
189,서귀포,2021-03,13.3,20.9,4.7,156.3,1.8,7,200.6,
189,서귀포,2021-04,16,23.7,8.8,182,2.1,6.9,229.9,
189,서귀포,2021-05,19,27.9,10.8,159.2,1.7,10.1,234.4,
189,서귀포,2021-06,22.8,29,18.2,200.8,1.6,5.5,186.1,
189,서귀포,2021-07,26.6,32,22.2,218.4,2,6.3,157.8,
189,서귀포,2021-08,26.3,32.9,21.8,318.4,1.8,8.8,179.5,
189,서귀포,2021-09,24.3,29.5,19,692.4,2.3,7.9,169.8,
189,서귀포,2021-10,20.4,28.7,9.9,33.4,1.6,5.4,228.5,
189,서귀포,2021-11,14.2,22.3,6.4,55,1.8,8,199.1,
189,서귀포,2021-12,9.3,18.6,-1.1,14.5,1.5,6.3,189.5,1
189,서귀포,2022-01,7.5,13.9,.8,33.8,1.5,5.6,177.8,
189,서귀포,2022-02,6.1,14,-1,18.6,1.6,5.7,173.4,
189,서귀포,2022-03,12.5,20.7,3.6,104.8,1.7,11.2,179.9,
189,서귀포,2022-04,16.2,24.5,7,125.4,1.7,7.1,219.5,
189,서귀포,2022-05,19.5,29.6,12.1,31.8,1.5,5.6,241,
189,서귀포,2022-06,22.5,28.7,17.3,269.7,1.7,6.2,136.5,
189,서귀포,2022-07,27,32.4,22.9,272,1.6,7.9,202.7,
189,서귀포,2022-08,27.7,31.8,21.4,263.1,1.8,6.2,219,
189,서귀포,2022-09,24.3,34.8,18.2,326.1,2.5,9.5,160.8,
189,서귀포,2022-10,19,27.9,11.5,11.8,1.9,5.7,214.8,
189,서귀포,2022-11,16.4,24.1,5.2,79.9,1.7,5.9,193.3,
189,서귀포,2022-12,7.4,16.9,-1.8,24.3,1.5,4.8,148.1,7.9
189,서귀포,2023-01,7.4,17.8,-4.5,71.2,1.5,8.5,165.9,3.5
189,서귀포,2023-02,9.4,16.1,1,59.6,1.6,6.7,161,
189,서귀포,2023-03,13.5,22.9,3.8,56.1,1.7,6.6,202.5,
189,서귀포,2023-04,15.8,25.6,6.7,191.1,2.2,7.5,200.8,
189,서귀포,2023-05,18.8,24.6,11.8,574.3,1.8,9.2,168.1,
189,서귀포,2023-06,22.6,27.7,15.7,418.5,1.4,4.5,153.7,
189,서귀포,2023-07,26.2,31.6,21.1,378.8,1.4,6.6,78.6,
189,서귀포,2023-08,28,34.1,23.3,218.9,1.9,6.8,250.9,
189,서귀포,2023-09,25.8,31.7,18.9,126.4,1.7,6.7,217.7,
189,서귀포,2023-10,19.9,26.3,13.6,5.9,1.7,5.9,252.3,
189,서귀포,2023-11,14.5,25.7,4.7,45.2,1.6,9.9,198.4,
189,서귀포,2023-12,9.9,22.4,-1.5,74.7,1.6,6.4,133.8,5.7
189,서귀포,2024-01,8.5,17.5,-1.8,56.8,1.6,5.8,162.7,1.6
189,서귀포,2024-02,10.3,19.1,3.3,147.7,2.1,8.3,108.3,
189,서귀포,2024-03,11.1,19.3,.7,155.5,1.9,7.3,193.5,
189,서귀포,2024-04,16.8,24.4,11.7,271.3,1.6,5.9,143.1,
189,서귀포,2024-05,19.3,27.5,11.6,214.3,2,7.9,244.1,
189,서귀포,2024-06,22.6,30.1,16.2,615.6,1.5,7.7,133.2,
189,서귀포,2024-07,27.3,33,20.8,193.7,1.9,6,102.5,
189,서귀포,2024-08,29.8,34.7,23.8,124.5,2,7.5,249.4,
189,서귀포,2024-09,27.9,34.5,21.7,119.5,2.3,8.8,210.5,
189,서귀포,2024-10,21.7,30,14.2,126,2.4,7.7,146.1,
189,서귀포,2024-11,15.9,24.8,5.4,220.9,2.2,9.1,161.5,
189,서귀포,2024-12,8.9,19.9,2.7,1.5,1.8,5.8,191.1,
192,진주,2015-01,.9,14.3,-11,29.8,1.1,6.3,200.2,
192,진주,2015-02,2,15.2,-11.5,46,1.1,7.1,197.1,.5
192,진주,2015-03,7.1,22.5,-6.3,94.5,1.4,6.6,262.4,1.2
192,진주,2015-04,12.7,28,2.5,225.9,1.3,8.2,187,
192,진주,2015-05,18.5,33.2,3.6,127.7,1.3,7.6,279.3,
192,진주,2015-06,20.9,30,11.1,95.9,1.2,4.5,174.5,
192,진주,2015-07,23.9,33.9,14.6,221.1,1.3,6.4,171,
192,진주,2015-08,24.9,35.5,17.2,118.3,1,4,205.7,
192,진주,2015-09,20.2,29.1,11.3,136.1,1.1,4.9,212.5,
192,진주,2015-10,14.7,26.9,.9,70,1,6.1,266.7,
192,진주,2015-11,10.7,22.7,-1.7,110.4,.8,6.6,124.4,
192,진주,2015-12,4.2,14.5,-7.7,49.1,1,7.3,179.6,
192,진주,2016-01,-.2,15,-12.8,35.4,1.1,7.4,190.9,
192,진주,2016-02,2.7,15.3,-9.3,76.4,1.4,7.3,216.8,
192,진주,2016-03,7.9,21.6,-7.7,121,1.2,5.9,211,
192,진주,2016-04,13.9,26.3,4.1,299.7,1.2,8.4,194.9,
192,진주,2016-05,18.2,31.1,4.7,153.9,1.3,8.7,252,
192,진주,2016-06,21.9,30.8,10.9,113.8,1.2,6.1,164.3,
192,진주,2016-07,25.6,35.2,18.8,161,1.1,5.2,194,
192,진주,2016-08,26.7,37.5,14.8,74.8,1.2,7.3,262.8,
192,진주,2016-09,21.5,30.5,11.1,407.5,.9,4.4,109.9,
192,진주,2016-10,16,28.4,3.7,170.1,.8,7.9,121.8,
192,진주,2016-11,8.3,20.9,-3.6,37,.9,4.8,177.9,
192,진주,2016-12,3.2,18.5,-8.8,84,.9,8.4,186.1,
192,진주,2017-01,.8,14.3,-11.5,8.1,1.2,6.2,221.2,
192,진주,2017-02,2.9,16.1,-9.3,37.8,1.3,6.6,226.7,
192,진주,2017-03,6.6,20.3,-6.6,31.4,1.2,6.4,231.7,
192,진주,2017-04,14.4,27.8,-.6,94.9,1.4,6.5,238.2,
192,진주,2017-05,18.4,34.4,5.9,43.8,1.1,5.8,283.9,
192,진주,2017-06,21.7,33,10.8,52,1.3,5.8,236.6,
192,진주,2017-07,27,36.7,18.2,96,1.2,4.5,146.8,
192,진주,2017-08,26.3,37.1,14.4,166.4,1.1,4.6,210.9,
192,진주,2017-09,20.7,30.9,7.2,116.6,1,4.7,203,
192,진주,2017-10,15.9,29.2,-1.1,105.7,1.1,5.5,171.7,
192,진주,2017-11,7.4,22.8,-4.5,0,1.1,6.1,225.9,
192,진주,2017-12,.4,12.9,-12,14,1.3,6.4,219.7,
192,진주,2018-01,-.5,14.8,-13.5,29.9,1.2,6.1,203.9,
192,진주,2018-02,1.2,15.3,-14.3,30.8,1.3,6.6,207.3,
192,진주,2018-03,8.2,24,-3.2,179.2,1.3,6.7,210.5,
192,진주,2018-04,13.6,28.4,-.9,127.8,1.5,6.3,226.5,
192,진주,2018-05,18,28.9,4.3,94.3,1.4,6.6,198.4,
192,진주,2018-06,21.9,33.2,11.7,207.7,1.2,4.2,200.9,
192,진주,2018-07,26.6,37.9,18.1,240.8,1.1,4.3,242.3,
192,진주,2018-08,27,37.1,16.4,212.7,1.3,6.6,215.2,
192,진주,2018-09,20.6,31.2,8.5,201.6,.8,5.8,135.6,
192,진주,2018-10,13.2,27,1.7,224.1,.8,5.8,223.8,
192,진주,2018-11,7.8,21.1,-3.4,27.5,.6,5.7,181.3,
192,진주,2018-12,2.6,18.2,-8.8,29,1.1,5.6,181.4,
192,진주,2019-01,.9,12.5,-10.1,13.5,.9,5.3,224.5,
192,진주,2019-02,3.7,17.5,-8,43.5,1,6.2,199.9,
192,진주,2019-03,8.4,22,-4,42,1.2,7.5,257.7,
192,진주,2019-04,12.4,26,-2.1,114.6,1.1,5.3,206.9,
192,진주,2019-05,18.4,32.2,4.7,132.3,1.1,4.4,304,
192,진주,2019-06,21.5,32.7,11.8,243.7,1,4.1,237.3,
192,진주,2019-07,24.9,32.6,17.3,234,1.1,4.7,190,
192,진주,2019-08,26.4,35.7,15.8,65.4,1,5.3,228.3,
192,진주,2019-09,22.1,31.6,11.1,352.2,.9,6.7,147.2,
192,진주,2019-10,16.1,28,2.4,177.4,.8,6.5,224.7,
192,진주,2019-11,9.4,23.2,-3.5,21.5,.8,4.9,206.9,
192,진주,2019-12,2.9,17,-9.7,41.5,.8,5.7,193.5,
192,진주,2020-01,3,17.3,-8.2,105.7,.7,8,172,
192,진주,2020-02,4.5,19.2,-7.5,46.1,1,7.7,213.6,
192,진주,2020-03,8.7,22.6,-4.7,41.1,1.2,8.5,255.3,
192,진주,2020-04,11.4,24.2,-1.5,67.9,1.1,7,284.9,
192,진주,2020-05,18.2,28.9,5.5,110.1,.9,6,238.5,
192,진주,2020-06,23,33.1,10.9,234.2,.9,7.5,233.9,
192,진주,2020-07,22.7,31.3,16.5,587.5,.8,4.5,94.5,
192,진주,2020-08,27.3,35.7,22.2,356.7,1.1,6.8,205.1,
192,진주,2020-09,20.7,30.6,10,200,1.1,8.6,166.8,
192,진주,2020-10,14.5,26.3,2.2,28.6,.8,5.2,243.7,
192,진주,2020-11,9.1,23.6,-3,25.6,.8,5.2,200.4,
192,진주,2020-12,1.3,13.4,-9.8,9.2,1,6.1,215.9,
192,진주,2021-01,.6,15.6,-15.4,15.8,1.1,7.6,201.8,
192,진주,2021-02,4.8,23.3,-8.9,24.9,1.2,7.3,201.2,
192,진주,2021-03,9.8,23.8,-3.3,159.2,1.1,5.8,242.8,
192,진주,2021-04,13.6,27.2,.8,82.2,1.2,7.4,261.3,
192,진주,2021-05,17.6,29.3,3.5,116.9,1.2,6.2,234.3,
192,진주,2021-06,22.2,32,11,101.7,.9,3.4,207.1,
192,진주,2021-07,26.2,34,17.6,359.3,.9,4.3,228.2,
192,진주,2021-08,26,37.5,19.6,320.2,.9,4.1,195.9,
192,진주,2021-09,21.9,30,13.6,122.4,.9,4.7,140.2,
192,진주,2021-10,15.9,29.4,-.1,46.2,.7,4.8,237.7,
192,진주,2021-11,8.4,21.6,-3.6,44.3,.8,6.4,211.6,
192,진주,2021-12,2.5,16,-10.9,1.9,1,7,220.5,
192,진주,2022-01,.4,12.1,-11.2,0,.7,5.6,233.2,
192,진주,2022-02,1.4,15.1,-10,0,1.2,6.8,244.8,
192,진주,2022-03,8.7,22.1,-5.2,115.9,1.1,7,222.2,
192,진주,2022-04,14.3,27.8,.3,69.5,1.1,4.9,264.1,
192,진주,2022-05,18.8,32.7,4.1,.9,1.1,6,310.8,
192,진주,2022-06,22.7,32.5,12.5,121.3,1.2,4.1,206.4,
192,진주,2022-07,26.5,33.9,19.6,218,.9,5.2,224.1,
192,진주,2022-08,26.3,34.8,13.6,157.3,1,5.2,173.7,
192,진주,2022-09,21.8,32.4,10.3,166.6,.9,7.3,175.9,
192,진주,2022-10,15.1,30.2,.6,22.3,.9,6.1,230.7,
192,진주,2022-11,9.9,22.7,-1.8,87.8,.6,4.9,205.5,
192,진주,2022-12,.2,13.8,-11,6.6,.9,6.3,212.9,
192,진주,2023-01,.6,20.1,-14.7,67.3,.9,7.4,220.4,
192,진주,2023-02,3.9,16,-8.5,27.3,.9,5.1,194.1,
192,진주,2023-03,10.2,25.6,-5.7,48,.9,6.7,234.3,
192,진주,2023-04,13.5,26.8,-1,101.5,1.1,5.6,193,
192,진주,2023-05,17.7,29.2,4.4,364,.9,3.6,182.3,
192,진주,2023-06,22.7,32.7,12.3,303.3,1,3.5,217.4,
192,진주,2023-07,25.6,35.1,19.6,504.5,.8,4.1,120.4,
192,진주,2023-08,27.3,36.7,21.1,439.6,.9,5.4,232.1,
192,진주,2023-09,23.5,32.5,15.5,278.4,.7,4,163,
192,진주,2023-10,15.1,25.7,3.1,7.1,.7,4.6,237.2,
192,진주,2023-11,9,27.8,-3.8,65.1,1.1,7.2,205.7,
192,진주,2023-12,3.5,20.8,-10.7,98.7,.8,5.8,186.1,
192,진주,2024-01,1.7,14.8,-10.4,31.5,.8,5.5,201.6,
192,진주,2024-02,5.1,21.2,-5.2,201.2,.9,5.5,127.2,
192,진주,2024-03,7.9,24.4,-5.6,99.4,1.2,6.7,209.2,
192,진주,2024-04,15,28.7,3.1,175.8,.8,4.1,174.7,
192,진주,2024-05,18.2,31.4,5.4,203.1,1.1,5.8,291.2,
192,진주,2024-06,22.7,35.7,12.3,204.1,.9,3.9,228.5,
192,진주,2024-07,26.7,35.4,20.2,228.3,1.1,6,169.3,
192,진주,2024-08,28.3,36.1,21,126.5,.9,4.5,283.4,
192,진주,2024-09,25.5,35.8,13.5,350.3,.7,4.6,207.7,
192,진주,2024-10,16.9,28.7,5.3,151,.6,3.9,176.5,
192,진주,2024-11,10.2,22.8,-1.7,85.3,.6,6.2,186.3,
192,진주,2024-12,2.3,18.1,-7.4,.1,.5,4.5,222.8,
201,강화,2015-01,-2.2,8.1,-11.9,15.7,1.8,7.7,191.7,
201,강화,2015-02,.1,12.2,-12.1,17,2.2,7.1,176.3,
201,강화,2015-03,4.5,19.6,-7.9,5,2.5,7.9,253,
201,강화,2015-04,11.8,25.6,-.3,41.4,2.7,12.4,202.2,
201,강화,2015-05,16.2,27.8,4.8,27,2.6,8.4,261.5,
201,강화,2015-06,21.2,29.4,9.7,52.4,2.2,6.9,230.1,
201,강화,2015-07,24,33.4,15.2,172.3,2.3,7.6,152.1,
201,강화,2015-08,24.8,33.5,15.6,51.4,2,7.5,187.9,
201,강화,2015-09,20.7,29.5,11,40.5,1.9,5.9,238.5,
201,강화,2015-10,14.2,24,-.6,83,1.9,7.4,221.8,
201,강화,2015-11,8,19.5,-7.1,116.6,2,7.1,89.8,
201,강화,2015-12,.7,12.2,-11.6,25.6,1.6,7.6,176.4,
201,강화,2016-01,-3.8,10.5,-17.4,.2,1.8,7.8,176.5,
201,강화,2016-02,-.4,14.1,-12.2,39.1,2.2,7.9,184.6,
201,강화,2016-03,5.6,19.6,-9.1,52.3,2.4,8.2,237.4,
201,강화,2016-04,11.9,27.8,1.1,93.1,2.5,8.6,205.4,
201,강화,2016-05,17.5,29.9,7.5,191.8,2.5,9.6,243.8,
201,강화,2016-06,21.1,29.2,13.2,19.4,2.1,8.2,199.7,
201,강화,2016-07,24.4,32.2,17.8,326.4,2,7.1,152.5,
201,강화,2016-08,26.3,33.9,13.2,26.7,1.9,6.7,225.8,
201,강화,2016-09,21.4,29.5,9.9,28.9,1.6,7.3,182.4,
201,강화,2016-10,14.6,27.4,-1.5,249.8,1.7,7.8,176,
201,강화,2016-11,6.3,18.5,-7.7,11.4,1.8,7.1,149.5,
201,강화,2016-12,.8,11.8,-11,61.8,1.8,7,157.4,
201,강화,2017-01,-2.3,10.4,-14.3,8.7,1.8,9.8,189.5,
201,강화,2017-02,-.7,10.5,-11.4,13,2.2,6.8,198.6,
201,강화,2017-03,5,17,-5.4,11.7,2.4,7.1,243.9,
201,강화,2017-04,11.9,21.3,.7,65.4,2.7,8.6,233.2,
201,강화,2017-05,16.9,27,6.2,26.6,2.5,10.8,279.7,
201,강화,2017-06,21,29.3,12,41.6,2.3,7.5,254.5,
201,강화,2017-07,25.2,32,20.2,298.9,1.9,9.3,110.4,
201,강화,2017-08,24.4,33.4,14.1,255,1.9,11.2,143.5,
201,강화,2017-09,20.2,28.9,7.5,27.1,1.7,7.5,228.8,
201,강화,2017-10,14.5,26.8,1,20,1.8,7.2,204.2,
201,강화,2017-11,4.6,18.1,-8.5,14.7,1.9,8.2,173.3,
201,강화,2017-12,-2.7,10.2,-14,26.6,1.6,7,174.6,
201,강화,2018-01,-5,7.7,-19,4.8,1.6,7.3,187.5,
201,강화,2018-02,-2.6,8.7,-16.1,30.7,2.2,7.9,200.4,
201,강화,2018-03,6.1,19.3,-8.1,31.6,2.6,8.1,184.4,
201,강화,2018-04,11,22.6,-1.2,113.6,2.9,12.6,198.4,
201,강화,2018-05,16.2,27.9,5.6,150.7,2.2,7.9,195,
201,강화,2018-06,20.5,29,12.4,100.1,1.9,9.9,193.8,
201,강화,2018-07,25.5,34.6,16.8,150.7,1.9,6.1,216.5,
201,강화,2018-08,26.7,35.4,17.2,293.7,2.2,8.3,227.3,
201,강화,2018-09,20,29.6,8.2,57.3,1.9,7.3,211.9,
201,강화,2018-10,12.1,24.5,-.1,73.5,1.7,6.5,236.6,
201,강화,2018-11,6.7,18.8,-5.5,58.1,1.3,8.5,176.7,
201,강화,2018-12,-1.5,13.2,-14.3,7.5,1.6,6,203.7,
201,강화,2019-01,-1.9,7.8,-12.6,0,1.8,7.4,214.4,
